Practice Name,Veterinarian Name(s),Specialties,Address,City,State,ZIP Code,Phone,Email,Website,Certification Bodies,Species Treated,Practice Description,Year Established,Telehealth Available,Featured Listing,Latitude,Longitude,Slug,Image URL,Logo Image URL,Google Rating,Google Reviews,Google Place ID,Google Maps URL
Five Parks Animal Hospital,"Dr. Adrienne Tosto, Dr. Laurel Gomes, Dr. Page Mader",Physical Therapy/Rehabilitation,13767 W 85th Dr Suite 130,Arvada,CO,80005,13036473241,info@fiveparksah.com,https://fiveparksanimalhospital.com,DVM,"Dogs, Cats, Horses, Exotics","Five Parks Animal Hospital is a female-owned practice in Arvada serving dogs and cats, with co-owners Page Mader and Susan Wass. The hospital offers general medicine including dermatology, endocrinology, and neurology; wellness and prevention services; surgical procedures including spay/neuter, orthopedic, and emergency surgery; advanced dental and oral surgery with digital x-rays and extractions; diagnostics using advanced technology; physical therapy and rehabilitation; quality of life and end-of-life care; and technician services. The practice emphasizes personalized, compassionate care in a calm environment and features digital radiology, advanced dental technology, and a surgical suite with extensive monitoring equipment.",,,,39.8493768,-105.15512,five-parks-animal-hospital-arvada-colorado,,https://fiveparksanimalhospital.com/wp-content/uploads/2019/03/Logo-Design-Transparent-Background-1.png,5,104,ChIJw077rY2Pa4cRKKD9RJNuPZc,https://www.google.com/maps/search/?api=1&query=Five%20Parks%20Animal%20Hospital&query_place_id=ChIJw077rY2Pa4cRKKD9RJNuPZc
AcutePet Urgent Care,Dr. Anastasio,Nutritional Therapy,3899 Indian Ripple Rd suite c,Beavercreek,OH,45440,(937) 595-2480,contactus@acutepeturgentcare.com,https://acutepeturgentcare.com,DVM,"Dogs, Cats","AcutePet Urgent Care in Beavercreek provides same-day emergency and urgent care for dogs and cats, with a focus on nutritional therapy as part of their treatment approach. Led by Chief Medical Officer Dr. John Anastasio, a board-certified veterinary criticalist with advanced training from institutions including the Animal Medical Center in Manhattan and Tufts University, the practice treats a broad range of acute conditions including allergic reactions, respiratory issues, orthopedic injuries, toxin exposures, digestive problems, and urinary tract conditions. The practice operates seven days a week with extended hours and emphasizes accessible, high-quality care delivered in a low-anxiety outpatient setting.",1993,,,39.6943164,-84.0807729,acutepet-urgent-care-beavercreek-oh,,https://acutepeturgentcare.com/wp-content/uploads/2024/03/acutepet-logo.svg,4.8,710,ChIJD8yA0n6bQIgRKh57Ng0e3r4,https://www.google.com/maps/search/?api=1&query=AcutePet%20Urgent%20Care&query_place_id=ChIJD8yA0n6bQIgRKh57Ng0e3r4
Oak View Animal Clinic,"Dr. Claire Linker, Dr. Karen Sherman, Dr. Keturah Ollie, Dr. Tiffany Pulliam",Nutritional Therapy | Physical Therapy/Rehabilitation,14391 Dove Rd,Pea Ridge,AR,72751,14793464198,receptionovac@gmail.com,http://www.oakviewanimalclinic.com,,"Dogs, Cats, Horses, Exotics","Oak View Animal Clinic is a holistic and integrative veterinary practice in Pea Ridge, AR. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy and Physical Therapy and Rehabilitation. It holds a 4.8-star rating across 463 Google reviews.",,,,36.4421535,-94.1412575,oak-view-animal-clinic-pea-ridge-arkansas,,https://oakviewanimalclinic.com/wp-content/uploads/sites/76/2025/05/Oak-View-Animal-Clinic_refresh_website-scaled.webp,4.8,463,ChIJ2ZoDd1AZyYcRwo4NJ-gHdmI,https://www.google.com/maps/search/?api=1&query=Oak%20View%20Animal%20Clinic&query_place_id=ChIJ2ZoDd1AZyYcRwo4NJ-gHdmI
Johnston Andrea DVM,Dr Hammel,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic,12800 Wayzata Blvd,Hopkins,MN,55305,(952) 545-9161,manager@gehrman-animal.com,https://www.gehrman-animal.com,"Chi Institute, DVM","Dogs, Cats, Horses, Exotics","Johnston Andrea DVM is a holistic and integrative veterinary practice in Hopkins, MN. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Acupuncture, Nutritional Therapy, Physical Therapy and Rehabilitation, and Chiropractic. The practice is affiliated with the Chi Institute.",,,,44.9718295,-93.4415745,johnston-andrea-dvm-hopkins-mn,,https://gehrman-animal.com/wp-content/uploads/Gehrman-Animal-Hospital-logo.png,,,,
Austin Vet Hospital,"Dr. Dockrey, Dr. Palvino",Nutritional Therapy,4701 N Interstate 35 Frontage Rd,Austin,TX,78722,15124769191,,https://austinvethospital.com,,"Dogs, Cats","Austin Vet Hospital is a full-service veterinary practice in Austin, Texas operating since 1971, treating dogs and cats across all life stages. The practice offers nutritional counseling and diet support alongside conventional services including dentistry, surgery, diagnostics, and preventive care. Named veterinarians include Dr. Palvino and Dr. Dockrey, with the team emphasizing wellness, senior care, and internal medicine as areas of clinical focus.",,,,30.3050129,-97.712621,austin-vet-hospital-austin-texas,,https://images.ctfassets.net/rt5zmd3ipxai/2syMoYU46B77oRmEqfHTg7/eeb97eec8eab72c489d42d36d278f79e/Austin-Vet-Hospital---Rectangle-Color2x.png?fit=pad&fm=webp&h=117&w=198&q=100,4.8,630,ChIJO6BpD5K1RIYRKWduZd4z6GE,https://www.google.com/maps/search/?api=1&query=Austin%20Vet%20Hospital&query_place_id=ChIJO6BpD5K1RIYRKWduZd4z6GE
CNY Veterinary Medical Services,"Dr. Amanda Shedd, Dr. Evan Sandler, Dr. Heather Sandler",Nutritional Therapy,15 Seymour Ln,Westmoreland,NY,13490,13158532408,cnyvms.appointment@gmail.com,https://www.cnyveterinary.com,DVM,"Dogs, Cats","CNY Veterinary Medical Services is a full-service hospital in Westmoreland founded by Dr. Heather Sandler and Dr. Evan Sandler, who evolved from a house-call practice into a brick-and-mortar facility offering surgery, hospitalization, dentistry, radiographs, and routine care for dogs and cats. The practice employs over thirty professionals and provides evening appointments on Tuesday and Thursday, with an emphasis on comprehensive annual exams and client education. While the practice's core services are conventional, it maintains a philosophy centered on the human-animal bond and tailored health planning.",,,,43.099043,-75.401546,cny-veterinary-medical-services-westmoreland-new-york,,,4.5,542,ChIJ7e7Mrshr2YkRKXfAwRBpJVc,https://www.google.com/maps/search/?api=1&query=CNY%20Veterinary%20Medical%20Services&query_place_id=ChIJ7e7Mrshr2YkRKXfAwRBpJVc
Orchard Grove Animal Hospital,Dr. Cassano,Acupuncture | Physical Therapy/Rehabilitation,4 Ball Rd Ste A,Warwick,NY,10990,(845) 986-9399,orchardgroveah@gmail.com,http://www.orchardgroveah.com,DVM,"Dogs, Cats, Horses","Orchard Grove Animal Hospital in Warwick, NY provides acupuncture and physical therapy and rehabilitation services for dogs, cats, and horses. The practice emphasizes quality veterinary care with an experienced clinical team focused on animal health outcomes.",,,,41.247267,-74.34413,orchard-grove-animal-hospital-warwick-ny,,https://img1.wsimg.com/isteam/videos/7wwKqnl,4.8,210,ChIJS5dLtnEkw4kR4wFEudWihYo,https://www.google.com/maps/search/?api=1&query=Orchard%20Grove%20Animal%20Hospital&query_place_id=ChIJS5dLtnEkw4kR4wFEudWihYo
Cacapon Veterinary Medical Center,Dr. Spaid,Nutritional Therapy,546 Cold Stream Rd,Capon Bridge,WV,26711,13048561700,,http://www.cacaponvets.com,,"Dogs, Cats","Cacapon Veterinary Medical Center in Capon Bridge, WV serves dogs and cats with a range of medical services including nutritional counseling, physical exams, surgery, vaccinations, microchipping, preventative care, and in-house diagnostics. The practice emphasizes personalized nutrition guidance to address obesity and support pets through different life stages, along with routine wellness monitoring to detect health issues early. Services are delivered by experienced, trained veterinarians and support staff who focus on preventative medicine and client communication throughout treatment.",,,,39.3057669,-78.4322152,cacapon-veterinary-medical-center-capon-bridge-west-virginia,,http://www.cacaponvets.com/wp-content/uploads/2018/02/cacapon-veterinary-medical-center-1-1.png,4.8,125,ChIJ6TfznoCFtYkRmIVgNmt6F0o,https://www.google.com/maps/search/?api=1&query=Cacapon%20Veterinary%20Medical%20Center&query_place_id=ChIJ6TfznoCFtYkRmIVgNmt6F0o
Burdick Equine Veterinary Services,Dr. Burdick,Acupuncture | Nutritional Therapy | Chiropractic,13296 Crest Hill Rd,Flint Hill,VA,22627,(585) 519-3860,burdickequine@gmail.com,https://www.burdickequine.com,"CVA, Chi Institute, DVM","Dogs, Cats, Horses","Burdick Equine Veterinary Services, founded in 2008 by Dr. Todd Burdick, provides ambulatory veterinary care to equine patients throughout Northern Virginia, with services also available for dogs and cats. The practice integrates acupuncture, herbal therapy, and other holistic modalities alongside conventional veterinary medicine to address injuries and acute conditions. Dr. Burdick holds certification in veterinary acupuncture and the practice staff pursues ongoing education in emerging treatment options to serve their clientele.",,,,38.7604036,-78.0487223,burdick-equine-veterinary-services-flint-hill-va,,https://www.burdickequine.com/uploads/5/6/0/2/56020899/published/6696232.jpg?1736798971,5,20,ChIJFYxgzJnTtYkR7otcb4IjoHo,https://www.google.com/maps/search/?api=1&query=Burdick%20Equine%20Veterinary%20Services&query_place_id=ChIJFYxgzJnTtYkR7otcb4IjoHo
Sayers Animal Hospital,Dr Claudia Whippo,Physical Therapy/Rehabilitation,10180 US Hwy 87 E,Adkins,TX,78101,(210) 649-1581,drwhippo.sayersanimalhospital@gmail.com,https://showandtest.com,DVM,"Dogs, Cats, Horses","Sayers Animal Hospital in Adkins, Texas, treats dogs, cats, and horses under the care of Dr. Claudia Whippo, DVM, a general practitioner who has owned the practice since 2008. The hospital offers physical therapy and rehabilitation services alongside standard veterinary care including surgery, dentistry, and emergency services. The practice provides wellness exams, parasite prevention, arthritis management with injectable medications, and in-house pharmacy and laboratory services.",,,,29.3711642,-98.2872443,sayers-animal-hospital-adkins-tx,,,4.6,228,ChIJS0LXcMDvXIYRKq0FbSIgFSw,https://www.google.com/maps/search/?api=1&query=Sayers%20Animal%20Hospital&query_place_id=ChIJS0LXcMDvXIYRKq0FbSIgFSw
Kainer Veterinary Hospital,"Dr. Daniel Kainer, Dr. Dominika Steakley, Dr. Jason Strecker",Acupuncture | Nutritional Therapy | Laser Therapy,3800 FM 1488,Conroe,TX,77384,19363212000,recep_kvh@yahoo.com,https://www.kainervet.com,,"Dogs, Cats","Kainer Veterinary Hospital in Conroe, TX offers acupuncture, laser therapy, and nutritional therapy alongside conventional veterinary services for dogs and cats. Led by Dr. Kainer with nearly three decades of experience, the practice combines holistic treatment options with advanced diagnostics and surgical capabilities, including pain management and dermatology. The hospital holds AAHA accreditation and has been recognized as a neighborhood favorite in the Conroe area.",,,,30.2276745,-95.5239712,kainer-veterinary-hospital-conroe-texas,,https://kainervet.com/wp-content/uploads/2025/05/w1.webp,4.7,113,ChIJ3fiR3YE6R4YRw1aGCZhgU8s,https://www.google.com/maps/search/?api=1&query=Kainer%20Veterinary%20Hospital&query_place_id=ChIJ3fiR3YE6R4YRw1aGCZhgU8s
Norwich Veterinary Hospital,Dr. Dr Baig,Nutritional Therapy,439 Salem Turnpike,Bozrah,CT,6334,18608891387,norwichvethospital@att.net,http://www.norwichveterinaryhospital.com,DVM,"Dogs, Cats","Norwich Veterinary Hospital in Bozrah, CT treats dogs and cats and offers nutritional counseling alongside conventional veterinary services including surgery, dental care, digital radiography, ultrasound, and orthopedic procedures. The practice is owned by Dr. Jamal Baig, DVM, MPVM, who earned his veterinary degree in 1990 and holds a master's degree in preventive veterinary medicine; he is joined by associate veterinarian Dr. Elissa Pollak, DVM (2013), who has professional interests in surgery and wellness care. The hospital emphasizes a philosophy of treating each patient as their own pet while providing compassionate care and maintaining strong community relationships with rescue partners.",,,,41.507877,-72.1528392,norwich-veterinary-hospital-bozrah-connecticut,,,4.4,207,ChIJ__J_Co9t5okREf_p8UhjzJg,https://www.google.com/maps/search/?api=1&query=Norwich%20Veterinary%20Hospital&query_place_id=ChIJ__J_Co9t5okREf_p8UhjzJg
Animal Hospital on South Main,,Acupuncture | Nutritional Therapy | Laser Therapy,742 S Main St,Troutman,NC,28166,19804554112,staff@ahonsouthmain.com,https://www.ahonsouthmain.com,"CVA, DVM","Dogs, Cats","Animal Hospital on South Main in Troutman has served Iredell County pet owners for over 50 years, offering acupuncture, nutritional therapy, and laser therapy for dogs and cats. The practice employs a certified veterinary acupuncturist and emphasizes preventive medicine and personalized treatment plans tailored to each pet's life stage. The hospital combines advanced medical care with a focus on building long-term relationships with clients and supporting their pets' wellness from puppyhood through their senior years.",,,,35.6852063,-80.8636724,animal-hospital-on-south-main-troutman-north-carolina,,https://www.ahofstatesville.com/wp-content/themes/awi-revamped/img/logo.png,5,17,ChIJ9fBLFVVXUYgRo7mldJUxsIk,https://www.google.com/maps/search/?api=1&query=Animal%20Hospital%20on%20South%20Main&query_place_id=ChIJ9fBLFVVXUYgRo7mldJUxsIk
Crestline Veterinary Clinic Ltd,Dr. Christie Stone,Physical Therapy/Rehabilitation,1591 Beech Tree Rd,Charleston,IL,61920,12173455844,crestline860@yahoo.com,https://crestlinevets.com,DVM,"Dogs, Cats, Exotics","Crestline Veterinary Clinic provides veterinary care for dogs, cats, and livestock in Charleston, IL and surrounding areas within a 60-mile radius. The practice offers physical therapy and rehabilitation services alongside traditional veterinary medicine, with both in-clinic treatment and on-farm visits available for farm animals by appointment. They do not treat exotic animals, reptiles, or wildlife, focusing instead on domestic pets and traditional livestock.",,,,39.4834751,-88.222287,crestline-veterinary-clinic-ltd-charleston-illinois,,https://crestlinevets.com/wp-content/uploads/2025/09/logo.webp,4.6,298,ChIJta42HcYcc4gRzPm8_KeVQ_8,https://www.google.com/maps/search/?api=1&query=Crestline%20Veterinary%20Clinic%20Ltd&query_place_id=ChIJta42HcYcc4gRzPm8_KeVQ_8
West Allis Veterinary Clinic,,Laser Therapy,11504 W Greenfield Ave,West Allis,WI,53214,14144534344,info@westallisvetclinic.com,http://www.westallisvetclinic.com,DVM,"Dogs, Cats","West Allis Veterinary Clinic provides veterinary care for dogs and cats, including preventive wellness services, physical examinations, and surgical procedures. The practice uses laser therapy as part of its treatment options and offers diagnostic services to identify conditions such as ear infections, dental disease, and skin issues. The clinic operates with a mission to deliver quality care at affordable prices and maintains a 4.4-star rating based on over 480 client reviews.",,,,43.0167079,-88.0560937,west-allis-veterinary-clinic-west-allis-wisconsin,,http://www.westallisvetclinic.com/uploads/SiteAssets/1091/images/WAVC-logo.png,4.4,481,ChIJhyc89JsFBYgRzJ-awHt6Syg,https://www.google.com/maps/search/?api=1&query=West%20Allis%20Veterinary%20Clinic&query_place_id=ChIJhyc89JsFBYgRzJ-awHt6Syg
"Animal Care Associates, Inc.",Dr Patton,Acupuncture | Nutritional Therapy | Herbal Medicine | Laser Therapy,840 Oakwood Rd,Charleston,WV,25314,(304) 407-4261,petdoctor@acawv.com,http://www.acawv.com,DVM,"Dogs, Cats, Horses, Exotics","Animal Care Associates, Inc. is a holistic and integrative veterinary practice in Charleston, WV. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Acupuncture, Nutritional Therapy, Herbal Medicine, and Laser Therapy. It holds a 4.7-star rating across 561 Google reviews.",,,,38.3430229,-81.6607928,animal-care-associates-inc-charleston-wv,,,4.7,561,ChIJ8dRFDSMtT4gRh_CSMuI7dZ4,https://www.google.com/maps/search/?api=1&query=Animal%20Care%20Associates%2C%20Inc.&query_place_id=ChIJ8dRFDSMtT4gRh_CSMuI7dZ4
Animal Health Center of Rolla,"Dr. Autumn Schatz, Dr. Justin Berger",Laser Therapy,1854 MO-72,Rolla,MO,65401,15733647100,,http://ahcofrolla.com,DVM,"Dogs, Cats, Horses","Animal Health Center of Rolla offers specialized geriatric care for dogs, cats, and horses, with an emphasis on extending quality of life in senior patients. The practice recommends twice-yearly examinations for older pets that include comprehensive blood chemistry, complete blood counts, thyroid panels, and urinalysis to identify age-related conditions early. An on-site pharmacy allows the veterinarians to dispense medications directly for managing conditions common in aging animals. The center tailors its approach to the changing needs and behaviors that accompany aging in companion and large animals.",,,,37.9276557,-91.7374765,animal-health-center-of-rolla-rolla-missouri,,http://ahcofrolla.com/uploads/1/4/1/2/141252102/heartgard-nexgard-logo-400x215-1_orig.jpg,4.8,379,ChIJ1-yyrHFT2ocR2nd1uR2u5zo,https://www.google.com/maps/search/?api=1&query=Animal%20Health%20Center%20of%20Rolla&query_place_id=ChIJ1-yyrHFT2ocR2nd1uR2u5zo
